Date,Open,High,Low,Close,Adj Close,Volume
2013-07-02,27.549999,27.549999,27.549999,27.549999,27.172445,372
2013-07-03,27.549999,27.549999,27.549999,27.549999,27.172445,0
2013-07-05,27.549999,27.549999,27.549999,27.549999,27.172445,0
2013-07-08,27.549999,27.549999,27.549999,27.549999,27.172445,0
2013-07-09,27.549999,27.549999,27.549999,27.549999,27.172445,0
2013-07-10,27.549999,27.549999,27.549999,27.549999,27.172445,0
2013-07-11,29.200001,29.200001,29.100000,29.100000,28.701202,212
2013-07-12,29.100000,29.100000,29.100000,29.100000,28.701202,0
2013-07-15,29.030001,29.030001,29.030001,29.030001,28.632166,100
2013-07-16,29.030001,29.030001,29.030001,29.030001,28.632166,0
2013-07-17,28.000000,28.110001,28.000000,28.110001,27.724773,3243
2013-07-18,28.110001,28.110001,28.110001,28.110001,27.724773,0
2013-07-19,29.000000,29.000000,29.000000,29.000000,28.602575,324
2013-07-22,28.770000,28.770000,28.770000,28.770000,28.375727,133
2013-07-23,28.770000,28.770000,28.770000,28.770000,28.375727,0
2013-07-24,29.150000,29.150000,29.150000,29.150000,28.750519,261
2013-07-25,29.150000,29.150000,29.150000,29.150000,28.750519,0
2013-07-26,29.150000,29.150000,29.150000,29.150000,28.750519,0
2013-07-29,29.150000,29.150000,29.150000,29.150000,28.750519,0
2013-07-30,30.799999,31.000000,30.799999,31.000000,30.575167,353
2013-07-31,31.250000,31.250000,31.250000,31.250000,30.821739,1826
2013-08-01,30.469999,30.469999,30.469999,30.469999,30.052427,262
2013-08-02,30.400000,30.400000,30.400000,30.400000,29.983389,240
2013-08-05,30.980000,30.980000,30.980000,30.980000,30.555439,1225
2013-08-06,30.980000,30.980000,30.980000,30.980000,30.555439,0
2013-08-07,31.000000,31.000000,31.000000,31.000000,30.575167,1217
2013-08-08,31.200001,31.200001,31.200001,31.200001,30.772425,185
2013-08-09,31.200001,31.200001,31.200001,31.200001,30.772425,0
2013-08-12,31.200001,31.200001,31.200001,31.200001,30.772425,0
2013-08-13,31.200001,31.200001,31.200001,31.200001,30.772425,0
2013-08-14,31.400000,32.020000,31.400000,31.850000,31.413517,7531
2013-08-15,32.150002,32.369999,31.860001,32.369999,31.926390,5427
2013-08-16,31.750000,31.870001,31.700001,31.750000,31.314888,2767
2013-08-19,31.750000,32.020000,31.750000,32.020000,31.581188,1553
2013-08-20,31.879999,31.879999,31.879999,31.879999,31.443106,315
2013-08-21,31.980000,31.980000,31.400000,31.400000,30.969685,5670
2013-08-22,32.000000,32.000000,32.000000,32.000000,31.561460,10555
2013-08-23,31.879999,32.240002,31.799999,31.799999,31.364199,1272
2013-08-26,32.150002,32.150002,32.150002,32.150002,31.709406,170
2013-08-27,31.250000,31.500000,31.070000,31.500000,31.068316,1131
2013-08-28,30.650000,31.059999,30.650000,31.059999,30.634344,458
2013-08-29,31.059999,31.059999,31.059999,31.059999,30.634344,0
2013-08-30,31.354700,31.549999,31.354700,31.549999,31.117628,455
2013-09-03,31.910000,32.290001,31.910000,32.290001,31.847485,507
2013-09-04,33.200001,33.349998,33.000000,33.349998,32.892963,6375
2013-09-05,33.049999,33.049999,33.049999,33.049999,32.597073,400
2013-09-06,32.709999,32.750000,32.709999,32.750000,32.301182,807
2013-09-09,32.950001,32.950001,32.950001,32.950001,32.498440,279
2013-09-10,33.150002,33.150002,33.150002,33.150002,32.695705,116
2013-09-11,33.040001,33.040001,33.040001,33.040001,32.587208,165
2013-09-12,32.950001,32.950001,32.930000,32.930000,32.478714,307
2013-09-13,32.669998,32.779999,32.630001,32.779999,32.330772,700
2013-09-16,32.720001,32.720001,32.720001,32.720001,32.271595,600
2013-09-17,32.889999,32.889999,32.889999,32.889999,32.439262,321
2013-09-18,33.380001,33.380001,33.380001,33.380001,32.922546,100
2013-09-19,33.380001,33.380001,33.380001,33.380001,32.922546,0
2013-09-20,33.549999,33.650002,33.549999,33.650002,33.188850,922
2013-09-23,33.810001,33.990002,33.810001,33.990002,33.524189,2946
2013-09-24,33.990002,33.990002,33.990002,33.990002,33.524189,0
2013-09-25,33.759998,33.759998,33.759998,33.759998,33.297337,112
2013-09-26,33.590000,33.590000,33.500000,33.500000,33.040901,312
2013-09-27,34.324200,34.324200,34.290001,34.290001,33.820084,633
2013-09-30,34.290001,34.290001,34.290001,34.290001,33.820084,0
2013-10-01,34.150002,34.439999,34.150002,34.439999,33.968021,708
2013-10-02,34.910000,34.910000,34.910000,34.910000,34.431580,1061
2013-10-03,34.910000,34.910000,34.910000,34.910000,34.431580,0
2013-10-04,34.880001,34.880001,34.610001,34.730000,34.254047,911
2013-10-07,34.730000,34.730000,34.730000,34.730000,34.254047,0
2013-10-08,34.779999,34.779999,34.540001,34.540001,34.066654,213
2013-10-09,34.160000,34.160000,33.889999,34.000000,33.534050,13144
2013-10-10,34.450001,34.450001,34.240002,34.400002,33.928574,1012
2013-10-11,34.650002,34.650002,34.650002,34.650002,34.175144,122
2013-10-14,34.759998,34.860001,34.759998,34.790001,34.313229,952
2013-10-15,35.259998,35.259998,35.259998,35.259998,34.776787,121
2013-10-16,35.290001,35.880001,35.290001,35.880001,35.388287,1708
2013-10-17,36.110001,36.110001,36.099998,36.099998,35.605270,700
2013-10-18,36.549999,36.939999,36.549999,36.939999,36.433758,1922
2013-10-21,37.000000,37.000000,37.000000,37.000000,36.492943,2428
2013-10-22,37.200001,37.209999,37.200001,37.209999,36.700058,1137
2013-10-23,36.849998,37.150002,36.849998,37.150002,36.640884,2647
2013-10-24,37.139999,37.139999,37.139999,37.139999,36.631020,541
2013-10-25,37.150002,37.150002,37.150002,37.150002,36.640884,570
2013-10-28,37.009998,37.009998,37.009998,37.009998,36.502800,368
2013-10-29,37.009998,37.009998,37.009998,37.009998,36.502800,0
2013-10-30,36.939999,36.939999,36.840000,36.840000,36.335133,708
2013-10-31,36.709999,36.709999,36.709999,36.709999,36.206913,156
2013-11-01,36.200001,36.419998,36.200001,36.419998,35.920887,1337
2013-11-04,36.500000,36.500000,36.500000,36.500000,35.999786,186
2013-11-05,36.439999,36.570000,36.439999,36.570000,36.068829,452
2013-11-06,37.340000,37.340000,37.310001,37.310001,36.798691,515
2013-11-07,37.349998,37.349998,37.349998,37.349998,36.838142,2252
2013-11-08,36.790001,37.169998,36.790001,37.169998,36.660610,727
2013-11-11,37.490002,37.820000,37.470001,37.820000,37.301704,4797
2013-11-12,37.500000,37.500000,37.480000,37.480000,36.966366,1168
2013-11-13,37.480000,37.480000,37.480000,37.480000,36.966366,0
2013-11-14,38.130001,38.130001,38.130001,38.130001,37.607456,100
2013-11-15,38.369999,38.619999,38.369999,38.619999,38.090736,1056
2013-11-18,38.400002,38.720001,38.380001,38.680000,38.149918,8493
2013-11-19,36.900002,38.020000,36.630001,38.020000,37.498959,503
2013-11-20,36.029999,36.029999,35.860001,36.000000,35.506645,1433
2013-11-21,36.299999,36.340000,36.299999,36.340000,35.841984,353
2013-11-22,36.250000,36.250000,35.750000,36.049999,35.555962,1439
2013-11-25,36.810001,36.820000,36.810001,36.820000,36.315403,575
2013-11-26,37.333000,37.459999,37.333000,37.450001,36.936775,2637
2013-11-27,37.430000,37.430000,37.360001,37.419998,36.907185,539
2013-11-29,37.419998,37.419998,37.419998,37.419998,36.907185,0
2013-12-02,37.360001,37.360001,37.360001,37.360001,36.848011,801
2013-12-03,36.500000,36.639999,36.500000,36.639999,36.137871,467
2013-12-04,36.160000,36.279999,35.790001,35.790001,35.299522,1927
2013-12-05,36.529999,36.529999,36.529999,36.529999,36.029377,435
2013-12-06,36.549999,36.549999,36.549999,36.549999,36.049110,204
2013-12-09,36.980000,37.000000,36.980000,37.000000,36.492943,739
2013-12-10,37.330002,37.330002,36.900002,36.900002,36.394314,821
2013-12-11,36.950001,36.950001,36.830002,36.830002,36.325268,940
2013-12-12,36.830002,36.830002,36.830002,36.830002,36.325268,0
2013-12-13,36.380001,36.380001,36.380001,36.380001,35.881439,103
2013-12-16,36.759998,36.820000,36.759998,36.820000,36.315403,6817
2013-12-17,37.270000,37.310001,37.270000,37.310001,36.798691,1242
2013-12-18,38.090000,38.520000,38.049999,38.520000,37.992111,1765
2013-12-19,38.750000,38.820000,38.750000,38.799999,38.268272,1283
2013-12-20,38.799999,38.799999,38.799999,38.799999,38.268272,0
2013-12-23,39.180000,39.180000,39.180000,39.180000,38.643066,362
2013-12-24,39.220001,39.220001,39.220001,39.220001,38.682518,139
2013-12-26,39.290001,39.450001,39.290001,39.450001,38.909367,1686
2013-12-27,39.759998,39.759998,39.299999,39.299999,38.761421,855
2013-12-30,39.389999,39.740002,39.389999,39.740002,39.195393,586
2013-12-31,39.740002,39.849998,39.740002,39.849998,39.303879,1177
2014-01-02,39.000000,39.000000,38.889999,38.889999,38.357040,1260
2014-01-03,39.450001,39.450001,39.450001,39.450001,38.909367,100
2014-01-06,39.369999,39.369999,39.360001,39.360001,38.820595,1062
2014-01-07,39.270000,39.369999,39.139999,39.369999,38.830456,1456
2014-01-08,38.930000,38.930000,38.930000,38.930000,38.396488,2111
2014-01-09,39.040001,39.040001,38.779999,38.779999,38.248547,973
2014-01-10,39.334999,39.540001,39.334999,39.540001,38.998131,510
2014-01-13,38.750000,38.750000,38.700001,38.700001,38.169643,700
2014-01-14,39.060001,39.549999,39.060001,39.549999,39.007996,1131
2014-01-15,41.040001,41.320000,41.040001,41.320000,40.753738,635
2014-01-16,41.220001,41.220001,41.200001,41.200001,40.635384,4406
2014-01-17,41.330002,41.750000,41.330002,41.750000,41.177845,1321
2014-01-21,43.490002,43.750000,43.380001,43.450001,42.854546,8782
2014-01-22,44.689999,44.930000,44.560001,44.910000,44.294540,6553
2014-01-23,45.340000,45.340000,45.180000,45.180000,44.560841,1423
2014-01-24,45.000000,45.000000,44.650002,44.650002,44.038101,571
2014-01-27,42.869999,42.869999,42.500000,42.750000,42.164135,2425
2014-01-28,43.750000,44.250000,43.750000,44.250000,43.643585,8507
2014-01-29,43.560001,44.009998,43.560001,44.009998,43.406868,5975
2014-01-30,44.150002,44.150002,43.849998,44.150002,43.544956,1037
2014-01-31,44.119999,44.119999,44.119999,44.119999,43.515369,240
2014-02-03,44.389999,44.389999,44.090000,44.090000,43.485775,413
2014-02-04,43.650002,43.849998,43.099998,43.790001,43.189888,18058
2014-02-05,43.400700,43.869999,43.400700,43.869999,43.268791,5856
2014-02-06,44.110001,44.750000,44.110001,44.750000,44.136730,22824
2014-02-07,44.680000,44.680000,44.080002,44.080002,43.475918,2979
2014-02-10,44.299999,44.299999,44.299999,44.299999,43.692898,488
2014-02-11,44.509998,44.660000,44.509998,44.660000,44.047962,1281
2014-02-12,45.110001,45.110001,45.110001,45.110001,44.491795,341
2014-02-13,45.080002,45.080002,45.060001,45.060001,44.442478,539
2014-02-14,45.590000,45.590000,45.317001,45.317001,44.695961,7412
2014-02-18,45.520000,45.520000,45.520000,45.520000,44.896175,4084
2014-02-19,45.709999,46.150002,45.689999,46.099998,45.468227,4751
2014-02-20,45.950001,46.439999,45.950001,46.150002,45.517544,1628
2014-02-21,46.169998,46.169998,46.169998,46.169998,45.537273,3300
2014-02-24,46.720001,46.730000,46.720001,46.730000,46.089596,621
2014-02-25,46.720001,46.720001,46.720001,46.720001,46.079739,214
2014-02-26,45.169998,45.169998,45.000000,45.099998,44.481934,1591
2014-02-27,44.880001,45.090000,44.880001,45.090000,44.472073,1124
2014-02-28,47.080002,47.080002,47.080002,47.080002,46.434799,1014
2014-03-03,44.770000,44.770000,44.200001,44.419998,43.811249,3365
2014-03-04,45.509998,45.590000,45.509998,45.590000,44.965221,380
2014-03-05,45.540001,45.540001,45.540001,45.540001,44.915909,428
2014-03-06,46.369999,46.799999,46.369999,46.799999,46.158634,514
2014-03-07,46.279999,46.279999,46.130001,46.130001,45.497822,629
2014-03-10,45.590000,45.590000,45.590000,45.590000,44.965221,267
2014-03-11,46.220001,46.220001,46.220001,46.220001,45.586590,538
2014-03-12,46.220001,46.220001,46.220001,46.220001,45.586590,0
2014-03-13,43.250000,43.290001,41.840000,41.840000,41.266613,1920
2014-03-14,43.110001,43.369999,42.930000,42.930000,42.341675,699
2014-03-17,43.799999,44.349998,43.799999,44.349998,43.742210,950
2014-03-18,44.349998,44.709999,44.349998,44.709999,44.097279,330
2014-03-19,44.110001,44.110001,44.110001,44.110001,43.505501,154
2014-03-20,42.799999,42.799999,42.799999,42.799999,42.213455,287
2014-03-21,43.000000,43.310001,43.000000,43.310001,42.716469,677
2014-03-24,43.310001,43.310001,43.310001,43.310001,42.716469,0
2014-03-25,41.560001,41.720100,41.560001,41.599998,41.029900,396
2014-03-26,41.715000,41.715000,41.549999,41.549999,40.980587,1747
2014-03-27,41.310001,41.310001,41.310001,41.310001,40.743874,440
2014-03-28,41.740002,41.740002,41.470001,41.709999,41.138393,1398
2014-03-31,41.680000,41.680000,41.680000,41.680000,41.108803,777
2014-04-01,41.680000,41.680000,41.680000,41.680000,41.108803,0
2014-04-02,42.480000,42.480000,42.480000,42.480000,41.897839,189
2014-04-03,42.529999,42.529999,42.529999,42.529999,41.947159,205
2014-04-04,42.529999,42.529999,42.529999,42.529999,41.947159,0
2014-04-07,40.240002,40.240002,39.459999,39.720001,39.175667,18450
2014-04-08,38.560001,39.599998,38.560001,39.599998,39.057308,9423
2014-04-09,41.680000,42.340000,41.680000,42.340000,41.759758,1709
2014-04-10,41.230000,41.230000,40.779999,40.779999,40.221134,1300
2014-04-11,40.799999,40.799999,40.799999,40.799999,40.240871,187
2014-04-14,40.799999,40.799999,40.799999,40.799999,40.240871,0
2014-04-15,39.450001,39.450001,39.450001,39.450001,38.909367,142
2014-04-16,39.450001,39.450001,39.450001,39.450001,38.909367,0
2014-04-17,41.770000,41.930000,41.770000,41.930000,41.355377,489
2014-04-21,41.930000,41.930000,41.930000,41.930000,41.355377,0
2014-04-22,41.930000,41.930000,41.930000,41.930000,41.355377,0
2014-04-23,41.930000,41.930000,41.930000,41.930000,41.355377,0
2014-04-24,42.290001,42.290001,42.290001,42.290001,41.710445,392
2014-04-25,41.410000,41.410000,41.410000,41.410000,40.842499,215
2014-04-28,40.459999,40.500000,40.099998,40.500000,39.944973,868
2014-04-29,40.700001,40.900002,40.700001,40.900002,40.339493,1200
2014-04-30,40.900002,40.900002,40.900002,40.900002,40.339493,0
2014-05-01,42.099998,42.130001,42.099998,42.130001,41.552635,250
2014-05-02,42.130001,42.130001,42.130001,42.130001,41.552635,0
2014-05-05,42.130001,42.130001,42.130001,42.130001,41.552635,0
2014-05-06,42.419998,42.419998,42.419998,42.419998,41.838665,214
2014-05-07,42.139999,42.169998,42.139999,42.169998,41.592091,507
2014-05-08,42.323002,42.323002,42.323002,42.323002,41.742992,247
2014-05-09,41.849998,41.849998,41.849998,41.849998,41.276474,182
2014-05-12,42.759998,42.810001,42.759998,42.759998,42.174000,2025
2014-05-13,42.319901,42.430000,42.319901,42.430000,41.848526,454
2014-05-14,42.430000,42.430000,42.430000,42.430000,41.848526,0
2014-05-15,42.000000,42.000000,41.840000,41.840000,41.266613,426
2014-05-16,41.840000,41.840000,41.840000,41.840000,41.266613,0
2014-05-19,41.840000,41.840000,41.840000,41.840000,41.266613,0
2014-05-20,41.840000,41.840000,41.840000,41.840000,41.266613,0
2014-05-21,41.389999,41.389999,41.389999,41.389999,40.822781,321
2014-05-22,42.459999,42.459999,42.459999,42.459999,41.878113,377
2014-05-23,42.650002,42.700001,42.650002,42.680000,42.095100,10131
2014-05-27,44.049900,44.049999,44.049900,44.049999,43.446327,700
2014-05-28,44.049999,44.049999,44.049999,44.049999,43.446327,0
2014-05-29,43.740002,43.740002,43.740002,43.740002,43.140575,290
2014-05-30,43.790001,43.790001,43.790001,43.790001,43.189888,187
2014-06-02,43.790001,43.790001,43.790001,43.790001,43.189888,0
2014-06-03,44.599998,44.599998,44.599998,44.599998,43.988789,185
2014-06-04,44.599998,44.599998,44.599998,44.599998,43.988789,0
2014-06-05,44.599998,44.599998,44.599998,44.599998,43.988789,0
2014-06-06,45.130001,45.130001,44.599998,44.599998,43.988789,715
2014-06-09,44.830002,44.830002,44.830002,44.830002,44.215633,225
2014-06-10,44.549999,44.549999,44.130001,44.130001,43.525227,301
2014-06-11,43.700001,44.139999,43.700001,43.771000,43.171146,1283
2014-06-12,44.169998,44.180000,44.169998,44.180000,43.574547,672
2014-06-13,44.180000,44.180000,44.180000,44.180000,43.574547,0
2014-06-16,44.180000,44.180000,44.180000,44.180000,43.574547,0
2014-06-17,43.130001,43.130001,43.130001,43.130001,42.538929,237
2014-06-18,43.549999,43.549999,43.549999,43.549999,42.953171,370
2014-06-19,44.090000,44.090000,44.090000,44.090000,43.605930,139
2014-06-20,44.090000,44.090000,44.090000,44.090000,43.605930,0
2014-06-23,44.090000,44.090000,44.090000,44.090000,43.605930,0
2014-06-24,44.090000,44.090000,44.090000,44.090000,43.605930,170
2014-06-25,43.250000,43.250000,43.250000,43.250000,42.775154,3374
2014-06-26,43.250000,43.250000,43.250000,43.250000,42.775154,0
2014-06-27,42.759998,42.759998,42.759998,42.759998,42.290531,318
2014-06-30,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-01,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-02,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-03,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-07,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-08,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-09,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-10,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-11,42.759998,42.759998,42.759998,42.759998,42.290531,0
2014-07-14,41.250000,41.669998,41.250000,41.669998,41.212498,266
2014-07-15,41.669998,41.669998,41.669998,41.669998,41.212498,0
2014-07-16,41.669998,41.669998,41.669998,41.669998,41.212498,0
2014-07-17,40.360001,40.360001,40.360001,40.360001,39.916885,199
2014-07-18,39.889999,39.889999,39.889999,39.889999,39.452042,143
2014-07-21,39.049999,39.049999,38.939999,38.939999,38.512474,1340
2014-07-22,39.730999,40.070000,39.730999,40.070000,39.630070,457
2014-07-23,40.400002,40.400002,39.990002,39.990002,39.550945,687
2014-07-24,39.990002,39.990002,39.990002,39.990002,39.550945,0
2014-07-25,40.020000,40.020000,40.020000,40.020000,39.580620,527
2014-07-28,39.650002,39.950001,39.619999,39.950001,39.511383,3193
2014-07-29,39.950001,39.950001,39.950001,39.950001,39.511383,0
2014-07-30,39.020000,39.020000,38.320000,38.320000,37.899277,2982
2014-07-31,37.498798,37.498798,36.930000,37.369999,36.959709,13252
2014-08-01,37.259998,37.259998,36.279999,36.279999,35.881680,1506
2014-08-04,35.529999,35.529999,35.529999,35.529999,35.139912,483
2014-08-05,36.970001,37.299999,36.970001,37.200001,36.791576,19102
2014-08-06,36.400002,36.799999,36.400002,36.799999,36.395969,562
2014-08-07,36.680000,36.680000,36.369999,36.369999,35.970688,4383
2014-08-08,36.650002,36.650002,36.590000,36.590000,36.188274,1481
2014-08-11,37.509998,37.509998,37.480000,37.480000,37.068504,520
2014-08-12,37.480000,37.480000,37.480000,37.480000,37.068504,0
2014-08-13,36.439999,36.439999,36.439999,36.439999,36.039921,138
2014-08-14,36.439999,36.439999,36.439999,36.439999,36.039921,0
2014-08-15,36.599998,36.599998,35.900002,35.900002,35.505852,550
2014-08-18,36.970001,37.040001,36.970001,37.040001,36.633335,987
2014-08-19,37.991402,38.419998,37.991402,38.419998,37.998184,959
2014-08-20,37.599998,37.599998,37.599998,37.599998,37.187183,7539
2014-08-21,37.599998,37.599998,37.599998,37.599998,37.187183,0
2014-08-22,37.599998,37.599998,37.599998,37.599998,37.187183,0
2014-08-25,37.599998,37.599998,37.599998,37.599998,37.187183,0
2014-08-26,38.740002,38.740002,38.210098,38.210098,37.790585,1274
2014-08-27,38.210098,38.210098,38.210098,38.210098,37.790585,0
2014-08-28,38.210098,38.210098,38.210098,38.210098,37.790585,0
2014-08-29,38.210098,38.210098,38.210098,38.210098,37.790585,0
2014-09-02,37.779999,37.779999,37.779999,37.779999,37.365208,506
2014-09-03,37.779999,37.779999,37.779999,37.779999,37.365208,0
2014-09-04,37.779999,37.779999,37.779999,37.779999,37.365208,0
2014-09-05,37.779999,37.779999,37.779999,37.779999,37.365208,0
2014-09-08,37.779999,37.779999,37.779999,37.779999,37.365208,0
2014-09-09,37.779999,37.779999,37.779999,37.779999,37.365208,0
2014-09-10,36.930000,36.930000,36.930000,36.930000,36.524544,204
2014-09-11,36.759998,36.759998,36.759998,36.759998,36.356403,487
2014-09-12,38.060001,38.060001,37.880001,37.880001,37.464111,455
2014-09-15,37.660000,37.660000,37.650002,37.650002,37.236633,1502
2014-09-16,37.349998,37.349998,37.349998,37.349998,36.939926,491
2014-09-17,37.349998,37.349998,37.349998,37.349998,36.939926,0
2014-09-18,37.139999,37.160000,37.139999,37.160000,36.752018,472
2014-09-19,37.160000,37.160000,37.160000,37.160000,36.752018,0
2014-09-22,37.160000,37.160000,37.160000,37.160000,36.752018,0
2014-09-23,36.200001,36.200001,35.669998,35.700001,35.308044,1214
2014-09-24,36.400002,36.500000,36.400002,36.500000,36.099258,763
2014-09-25,36.730000,36.740002,36.700001,36.700001,36.297070,1135
